track,artist,album,id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Self Esteem,The Offspring,Smash,1FkoVC85Ds3mFoK0fVqEqP,0.488,0.862,0,-7.595,1,0.0476,0.0,0.359,0.706,104.56,257827,4
Jeremy,Pearl Jam,Ten,62nQ8UZVqR2RMvkJHkcO2o,0.285,0.846,2,-6.472,1,0.0438,0.0,0.182,0.287,108.808,318227,4
High and Dry,Radiohead,The Bends,2a1iMaoWQ5MnvLFBDv4qkf,0.419,0.383,4,-11.782,1,0.0256,0.0176,0.0896,0.35,87.568,257480,4
Drive,Incubus,Make Yourself,7nnWIPM5hwE3DaUBkvOIpy,0.645,0.792,4,-7.34,0,0.036,0.0121,0.119,0.666,90.565,232453,4
Say It Ain't So,Weezer,Weezer,6VoIBz0VhCyz7OdEoRYDiA,0.634,0.551,3,-7.136,1,0.0352,1.82e-05,0.07,0.453,151.779,258827,4
Cryin',Aerosmith,Get A Grip,0NJC0FDCODpPUntRTTQq97,0.445,0.856,9,-3.674,1,0.0327,0.0101,0.367,0.486,105.872,308333,3
What I Got,Sublime,Sublime,3B4q6KbHbGV51HO3GznBFF,0.804,0.696,7,-7.47,1,0.0899,0.000985,0.314,0.657,95.721,170907,4
Give It Away,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),0uppYCG86ajpV2hSR3dJJ0,0.666,0.936,7,-9.919,1,0.0476,0.086,0.153,0.776,91.577,282907,4
November Rain,Guns N' Roses,Use Your Illusion I,3YRCqOhFifThpSRFJ1VWFM,0.294,0.641,11,-9.316,1,0.0291,0.22,0.112,0.226,79.759,536067,4
Longview,Green Day,Dookie,3LRJbFT9rKoKv4aW7PuBJC,0.381,0.732,10,-7.594,0,0.0536,0.0101,0.0854,0.814,142.504,233240,4
Closer,Nine Inch Nails,The Downward Spiral,2oDqmfa2g8W893LlwJG1qu,0.547,0.714,10,-8.628,0,0.044,0.636,0.122,0.541,89.996,373000,4
Present Tense,Pearl Jam,No Code,679zqcQuKakOGI93NPCqB8,0.403,0.272,2,-13.492,1,0.0325,0.17,0.0806,0.105,130.872,345787,4
Are You Gonna Go My Way,Lenny Kravitz,Are You Gonna Go My Way,45Ia1U4KtIjAPPU7Wv1Sea,0.619,0.67,11,-10.322,0,0.0353,0.0109,0.331,0.777,129.269,211933,4
Disarm - Remastered,The Smashing Pumpkins,Siamese Dream (Deluxe Edition),6YIggUJW3ttAAPRdnki8RM,0.527,0.418,4,-10.205,0,0.0277,0.775,0.139,0.218,129.516,196905,4
Shine,Collective Soul,"Hints, Allegations & Things Left Unsaid",77YKoNCjP5hWqiXMRG2839,0.543,0.423,6,-8.797,1,0.0282,0.0862,0.152,0.355,150.132,306040,4
Sabotage,Beastie Boys,Ill Communication,0Puj4YlTm6xNzDDADXHMI9,0.324,0.938,6,-7.332,0,0.102,0.0321,0.0961,0.543,168.131,178440,4
Machinehead,Bush,Sixteen Stone (Remastered),6dJODklApmve5IzgKWUqV2,0.143,0.919,9,-4.438,1,0.11,0.00427,0.134,0.201,172.668,256333,3
Come Out and Play,The Offspring,Smash,5JJDu0Z5DKe7mR31MGksSg,0.519,0.77,7,-8.788,1,0.0809,3.48e-06,0.0762,0.921,158.29,197800,4
Celebrity Skin,Hole,Celebrity Skin,2V4Bc2I962j7acQj1N0PiQ,0.438,0.905,9,-6.161,1,0.0419,5.4e-05,0.363,0.723,134.163,162667,4
No Rain,Blind Melon,Blind Melon,6txWz9UapYHVxEd7dDIHXT,0.389,0.476,9,-9.342,1,0.0316,5.09e-05,0.255,0.566,148.117,217107,4
Hard To Handle,The Black Crowes,Shake Your Money Maker,05NYcsjJwOYq4jIiKPVj9p,0.599,0.79,4,-3.58,1,0.043,0.00181,0.312,0.961,103.783,188067,4
Just A Girl,No Doubt,Tragic Kingdom,5lWRaa0fBxDE5yU91npPq7,0.638,0.906,2,-4.824,1,0.0504,6.88e-05,0.142,0.767,107.991,209200,4
Santeria,Sublime,Sublime,2hnMS47jN0etwvFPzYk11f,0.682,0.765,1,-5.021,0,0.0395,3.42e-05,0.188,0.567,90.807,182747,4
Nothing Else Matters (Remastered),Metallica,Metallica (Remastered),2CtemffYhT0DJWcT1XW047,0.547,0.394,4,-9.793,0,0.0262,6.4e-06,0.0795,0.17,142.37,388733,3
Lightning Crashes,Live,Throwing Copper,48iWbsOaBUAGzMdoSmqyg1,0.385,0.433,11,-9.256,1,0.0435,7.07e-06,0.11,0.427,89.974,325600,4
What's My Age Again?,blink-182,Enema Of The State,4LJhJ6DQS7NwE7UKtvcM52,0.391,0.951,6,-7.419,1,0.0692,0.000378,0.0878,0.468,157.66,148360,4
Live And Let Die,Guns N' Roses,Use Your Illusion I,0rFWuqFgHAfuzE8uSB9TWR,0.262,0.777,11,-8.671,1,0.0632,0.113,0.12,0.264,152.5,182733,4
You Oughta Know - 2015 Remaster,Alanis Morissette,Jagged Little Pill (2015 Remaster),3jS7bB0oXVOwGFZn3aE5NV,0.665,0.834,4,-7.737,1,0.0576,0.0,0.452,0.411,105.292,249493,4
Semi-Charmed Life,Third Eye Blind,Third Eye Blind,42et6fnHCw1HIPSrdPprMl,0.64,0.864,7,-6.576,1,0.0314,0.0,0.123,0.701,102.026,268360,4
Heart-Shaped Box,Nirvana,In Utero - 20th Anniversary - Deluxe Edition,11LmqTE2naFULdEP94AUBa,0.256,0.641,1,-10.283,1,0.0552,0.0329,0.0853,0.382,203.006,281160,4
Karma Police,Radiohead,OK Computer,63OQupATfueTdZMWTxW03A,0.36,0.501,7,-9.129,1,0.0258,9.32e-05,0.172,0.324,74.807,264067,4
Today - 2011 Remaster,The Smashing Pumpkins,Siamese Dream (Deluxe Edition),0u5aO1GYsIhAWCPuXdwnak,0.456,0.826,8,-7.611,1,0.0268,0.57,0.0548,0.415,82.539,201173,4
One,U2,Achtung Baby (Deluxe Edition),3G69vJMWsX6ZohTykad2AU,0.392,0.534,0,-8.793,1,0.0369,0.00104,0.155,0.325,181.305,276187,4
Everlong,Foo Fighters,The Colour And The Shape,5UWwZ5lm5PKu6eKsHAGxOk,0.413,0.881,11,-5.541,0,0.0367,0.000308,0.0805,0.364,158.066,250547,4
Bulls On Parade,Rage Against The Machine,Evil Empire,0tZ3mElWcr74OOhKEiNz1x,0.412,0.919,5,-7.291,1,0.184,0.0601,0.424,0.572,166.367,229467,4
Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),6GtX0jaNL8IjVQfrDBx81z,0.404,0.72,10,-9.18,0,0.0623,0.836,0.0466,0.475,121.864,258467,4
Hunger Strike - 25th Anniversary Mix,Temple Of The Dog,Temple Of The Dog (Deluxe Edition),3CtphwpjC0XjIVpLFvGiQR,0.384,0.735,7,-6.522,1,0.0317,2.76e-05,0.114,0.312,137.834,246267,4
No Excuses,Alice In Chains,Jar Of Flies,4PtZE0h5oyPhCtPjg3NeYQ,0.527,0.838,3,-6.013,1,0.0323,0.00062,0.07,0.721,117.454,255573,4
My Own Worst Enemy,Lit,A Place In The Sun,33iv3wnGMrrDugd7GBso1z,0.494,0.946,4,-2.757,1,0.0637,0.0,0.398,0.741,103.408,169027,4
Runaway Train,Soul Asylum,Grave Dancers Union,3TW48DvQ7ChwY1Yy1tkMaP,0.613,0.72,0,-7.957,1,0.0425,0.0,0.104,0.561,117.341,265867,4
Santa Monica,Everclear,Sparkle And Fade,37EJtTS7jT5WUyXGZzrwnI,0.491,0.942,7,-5.333,1,0.132,0.0,0.367,0.387,100.446,191507,4
About A Girl,Nirvana,Nirvana,55yvzYuvJYG2RUEnMK78tr,0.409,0.932,11,-4.538,0,0.0339,1.6e-06,0.31,0.591,131.761,166640,4
Lump,The Presidents Of The United States Of America,The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition,2JdzB67NvIa90K4gEZPLeX,0.499,0.873,6,-3.902,1,0.0386,0.0,0.165,0.864,142.726,134200,4
Crazy,Aerosmith,Get A Grip,74irxdVWstNlEQjsvArITq,0.37,0.866,6,-3.879,0,0.0384,0.0,0.137,0.427,162.086,316693,3
Interstate Love Song - 2019 Remaster,Stone Temple Pilots,Purple (2019 Remaster),6qLEOZvf5gI7kWE63JE7p3,0.215,0.927,9,-7.327,1,0.0452,0.00661,0.126,0.49,170.814,194853,4
Welcome to Paradise,Green Day,Dookie,5kr3j5Clb9rjEposoMyLVt,0.37,0.96,3,-4.162,0,0.0378,0.0116,0.0563,0.717,89.428,224133,4
Take A Picture,Filter,Title Of Record (Expanded Edition),6q4aoWgTQ8td2AvqQXuFqm,0.541,0.776,2,-8.042,1,0.0298,0.000221,0.178,0.282,98.986,363800,4
"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),7bu0znpSbTks0O6I98ij0W,0.277,0.67,6,-9.381,1,0.0376,0.751,0.237,0.217,148.342,254627,4
Wicked Garden - 2017 Remaster,Stone Temple Pilots,Core (Super Deluxe Edition),7FblcKgEyo6zZjSMAnYpOX,0.216,0.914,2,-6.54,1,0.0644,4.81e-05,0.104,0.379,153.126,245267,4
The Distance,CAKE,Fashion Nugget,0xMEF2WiqKWTIG7Krjungw,0.463,0.749,11,-8.118,0,0.0891,0.00219,0.0558,0.888,183.048,179653,4
Been Caught Stealing,Jane's Addiction,Ritual De Lo Habitual,51Gkc1TxvyQ9K8y0pQRmQM,0.683,0.9,7,-7.506,1,0.105,0.0706,0.296,0.616,103.625,213293,4
Low,Cracker,Kerosene Hat,6ctbCIikHbC6tSOL1rewQX,0.329,0.646,7,-6.962,1,0.0283,0.00469,0.101,0.471,173.974,276132,4
Daughter (Remastered),Pearl Jam,Vs.,53eJFr4Mfbw5PXJ01K6cFw,0.615,0.702,7,-9.686,1,0.0278,0.00431,0.0608,0.734,96.99,234333,4
Cumbersome,Seven Mary Three,American Standard,6u1yKoh00WaoSpNp46RzKF,0.543,0.79,11,-5.932,1,0.0358,0.0,0.238,0.339,80.923,236973,4
Everything About You,Ugly Kid Joe,America's Least Wanted,3YgkTpILtOWngT7PVHg8kO,0.522,0.79,1,-7.943,1,0.0627,0.0,0.0881,0.743,122.585,260200,4
Tomorrow,Silverchair,Frogstomp (Deluxe Edition) [Remastered],24tO365YW6lcZr1hN4Ukzj,0.292,0.714,2,-4.919,1,0.0316,0.000109,0.102,0.462,151.412,266280,3
Sugar,System Of A Down,System Of A Down,31RTFPrB7wmYBhlkM2ILXG,0.451,0.889,1,-2.693,1,0.261,0.00215,0.258,0.586,131.073,153800,4
Shimmer,Fuel,Sunburn,74KI6d8jEM2zwOAo3luayU,0.48,0.795,4,-6.408,0,0.0421,0.0,0.189,0.432,114.674,214107,4
Dammit,blink-182,Dude Ranch,6WkSUgo1VdpzgtiXKlFPcY,0.426,0.972,0,-5.122,1,0.0954,0.0,0.171,0.341,111.221,165373,4
Fell On Black Days,Soundgarden,Superunknown (Deluxe Edition),1wlKw9NAWVWpx7OIAyg9EA,0.574,0.739,4,-5.745,0,0.0271,0.000328,0.141,0.514,101.069,283027,3
Man in the Box,Alice In Chains,Facelift,6gZVQvQZOFpzIy3HblJ20F,0.355,0.791,8,-7.565,1,0.0453,0.0,0.0969,0.758,106.392,285200,4
Laid,James,Laid,2CdS3DRqWR5LAhy4hM5X9W,0.457,0.909,0,-9.451,1,0.0317,0.000276,0.135,0.755,115.998,156667,4
Sex Type Thing - 2017 Remaster,Stone Temple Pilots,Core (Super Deluxe Edition),6skC0VsaOZE1kG4CwXI2Zj,0.404,0.925,9,-7.336,1,0.041,0.628,0.0418,0.773,134.177,217813,4
Pepper,Butthole Surfers,Electriclarryland,1ng36571Iyov4HBxUClySn,0.631,0.804,7,-5.492,1,0.166,0.00116,0.16,0.671,79.898,297267,4
Breaking the Girl,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),0cG9ocYqYOIVtgiWTmTe3g,0.348,0.686,8,-12.748,0,0.0319,0.00256,0.145,0.635,178.466,295373,3
Far Behind,Candlebox,Candlebox,3mhOmh4tRKsMfnRmgZfeBm,0.552,0.645,7,-6.595,1,0.0268,1.38e-06,0.0424,0.588,89.518,299733,4
Bound For The Floor,Local H,As Good As Dead,3cbTV3IZZvSBYVcl0xuZbY,0.654,0.53,6,-7.409,1,0.0556,0.0197,0.0534,0.584,119.284,222960,4
Would?,Alice In Chains,Dirt,5sFDReWLrZHLFZFjHsjUTS,0.305,0.833,6,-7.981,1,0.0398,2.36e-05,0.091,0.586,100.675,206773,4
"Touch, Peel And Stand",Days Of The New,Days Of The New,2eG7o3BfbzohiETArwsX1K,0.58,0.627,11,-8.017,1,0.0316,1.68e-06,0.297,0.825,82.151,297147,4
Stupid Girl,Garbage,Garbage (20th Anniversary Deluxe Edition/Remastered),3fNf71Ktya4CYMqGM6eRud,0.634,0.756,1,-4.81,0,0.0332,0.000441,0.0427,0.661,119.948,258533,4
Beverly Hills,Weezer,Make Believe,1yKu2MhpwzDXXH2tzG6xoa,0.693,0.823,5,-3.761,1,0.0726,0.0,0.328,0.741,87.904,196093,4
Vindicated,Dashboard Confessional,Dusk And Summer,1EotcFbWTbMCXeKFVEtX6Y,0.515,0.802,8,-3.423,1,0.0345,0.0,0.0844,0.29,85.998,201347,4
Miss Murder,AFI,DECEMBERUNDERGROUND,0Ti2dlF2xLjXblvdU5fCxM,0.308,0.873,8,-4.542,1,0.0533,0.000729,0.0974,0.686,143.519,206587,4
The Anthem,Good Charlotte,The Young and The Hopeless,0BRHnOFm6sjxN1i9LJrUDu,0.494,0.939,1,-3.127,1,0.126,0.0,0.139,0.893,177.751,175093,4
Want You Bad,The Offspring,Conspiracy Of One,6hwQ69v7VbPhTTR2fOtYX7,0.491,0.966,4,-4.28,1,0.0538,0.0,0.307,0.614,105.544,202573,4
Feel Good Inc.,Gorillaz,Demon Days,0d28khcov6AiegSCpG5TuT,0.818,0.705,6,-6.679,1,0.177,0.00233,0.613,0.772,138.559,222640,4
Rock N Roll Train,AC/DC,Black Ice,4feXJ5IC3avXsVW9WNFSag,0.547,0.931,2,-2.356,1,0.0615,0.0118,0.278,0.697,118.4,261507,4
Hate To Say I Told You So,The Hives,Veni Vidi Vicious,6xxXrNJnnsQNLdgNk8S4y8,0.451,0.929,5,-5.021,1,0.0549,0.00785,0.442,0.378,135.767,199760,4
Stop Crying Your Heart Out,Oasis,Heathen Chemistry,0SlpFHdk4UHBDzCEoXzy14,0.331,0.558,2,-5.506,1,0.031,1.96e-06,0.124,0.0985,150.19,303120,4
"Steady, As She Goes",The Raconteurs,Broken Boy Soldiers,4xlEKYv7HmC8zXoJIbpZKM,0.525,0.578,9,-4.563,1,0.12,0.00916,0.108,0.537,123.696,215267,4
Take A Look Around,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,2avKuMN2QXkaG9vvHa2JLt,0.425,0.852,11,-5.607,1,0.046,0.306,0.0935,0.512,101.968,321040,4
Take Me Out,Franz Ferdinand,Franz Ferdinand,20I8RduZC2PWMWTDCZuuAN,0.277,0.663,4,-8.821,0,0.0377,0.00051,0.136,0.527,104.561,237027,4
Hemorrhage (In My Hands),Fuel,Something Like Human,1sjrDQXqAa9V07FjKIlAQ4,0.301,0.823,1,-4.072,1,0.0433,0.000309,0.0833,0.372,152.017,236867,4
Holiday,Green Day,Greatest Hits: God's Favorite Band,4VgEM12OeaN3GyBV487Me7,0.552,0.89,8,-3.409,1,0.0342,0.0,0.888,0.716,146.525,232680,4
Sweetness,Jimmy Eat World,Bleed American,429IbFR4yp2J81CeTwF5iY,0.487,0.898,5,-4.436,1,0.038,0.0,0.26,0.597,135.331,220027,4
All That I've Got,The Used,In Love and Death,6IxQ0PdozaZKch1m8tGCwb,0.335,0.858,7,-4.565,1,0.0532,0.0,0.148,0.451,177.981,230427,4
Cute Without The 'E' (Cut From The Team) - Remastered,Taking Back Sunday,Tell All Your Friends (Remastered),6OyKBwLzq4h15XmxeWf5n4,0.398,0.89,1,-2.248,0,0.0473,0.0,0.0472,0.572,95.095,212938,4
The Red,Chevelle,Wonder What's Next (Expanded Edition),1gyee1JuFFiP476LQpRMYU,0.509,0.843,1,-3.318,0,0.0488,0.000803,0.348,0.332,140.055,238400,3
Joker And The Thief,Wolfmother,Wolfmother,7ISL3LO8AWP3fKIXunvqTa,0.264,0.78,0,-2.741,1,0.0517,0.0222,0.376,0.456,155.376,280467,4
Fake It,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),4eAwB5pnKFTmsgc3zWoYO0,0.611,0.95,8,-3.509,1,0.0518,1.59e-06,0.0543,0.607,132.078,193893,4
Face Down,The Red Jumpsuit Apparatus,Don't You Fake It,4wzjNqjKAKDU82e8uMhzmr,0.545,0.932,7,-2.189,0,0.0399,0.0,0.127,0.464,92.956,192000,4
Paralyzer,Finger Eleven,Them Vs. You Vs. Me (Deluxe Edition),28IEbk5a7twNTbUEvWslUb,0.644,0.939,11,-3.486,0,0.0456,0.0,0.233,0.861,106.031,208107,4
Megalomaniac,Incubus,A Crow Left Of The Murder...,1rSo624QuuCteNxAzsU3SV,0.532,0.943,7,-4.549,0,0.0512,0.000587,0.317,0.371,140.042,294800,4
Ocean Avenue,Yellowcard,Ocean Avenue,23oxJmDc1V9uLUSmN2LIvx,0.486,0.904,6,-3.751,0,0.0638,2.83e-05,0.0947,0.786,173.734,198267,4
Through Glass,Stone Sour,Come What(ever) May [10th Anniversary Edition],5NeIONQWJ25uPylJBJiO4c,0.545,0.753,3,-4.618,0,0.036,0.0,0.389,0.434,105.754,282947,4
Teenagers,My Chemical Romance,The Black Parade,7j31rVgGX9Q2blT92VBEA0,0.463,0.857,4,-3.063,1,0.0632,0.0,0.184,0.856,111.647,161920,4
"Dear Maria, Count Me In",All Time Low,"So Wrong, It's Right",0JJP0IS4w0fJx01EcrfkDe,0.459,0.895,2,-3.126,1,0.0805,0.0,0.206,0.572,181.04,182827,4
Misery Business,Paramore,Riot!,6SpLc7EXZIPpy0sVko0aoU,0.517,0.906,1,-3.677,1,0.0735,9.26e-06,0.113,0.731,172.977,211520,4
First Date,blink-182,Take Off Your Pants And Jacket,1fJFuvU2ldmeAm5nFIHcPP,0.579,0.928,0,-4.344,1,0.0411,0.0,0.18,0.882,95.594,171533,4
Boulevard of Broken Dreams,Green Day,Greatest Hits: God's Favorite Band,5GorCbAP4aL0EJ16frG2hd,0.496,0.682,8,-4.095,1,0.0294,2.94e-05,0.0589,0.474,167.06,262333,4
How You Remind Me,Nickelback,Silver Side Up,0gmbgwZ8iqyMPmXefof8Yf,0.446,0.764,10,-5.042,1,0.033,0.0,0.099,0.543,172.094,223840,4
Bring Me To Life,Evanescence,Fallen,0COqiPhxzoWICwFCS4eZcp,0.331,0.943,4,-3.188,0,0.0698,2.06e-06,0.242,0.296,94.612,235893,4
Sex on Fire,Kings of Leon,Only By The Night,0ntQJM78wzOLVeCUAW7Y45,0.542,0.905,9,-5.653,1,0.054,0.0104,0.136,0.374,153.398,203347,4
Higher,Creed,Human Clay,1ZozJfi8u9cO2Ob8KwiwNT,0.459,0.83,2,-6.254,1,0.0364,0.00014,0.206,0.431,155.827,316733,4
Numb,Linkin Park,Meteora,2nLtzopw4rPReszdYBJU6h,0.496,0.863,9,-4.153,1,0.0381,0.0,0.639,0.243,110.018,185587,4
Smooth Criminal,Alien Ant Farm,Anthology,5z6xHjCZr7a7AIcy8sPBKy,0.653,0.964,9,-4.261,0,0.0582,0.00512,0.144,0.87,126.928,209267,4
Island In The Sun,Weezer,Weezer (Green Album),2MLHyLy5z5l5YRp7momlgw,0.654,0.81,4,-6.26,0,0.0288,0.00251,0.165,0.661,114.623,200307,4
Chop Suey!,System Of A Down,Toxicity,2DlHlPMa4M17kufBvI2lEN,0.417,0.934,7,-3.908,0,0.119,0.0015,0.132,0.287,127.066,210240,4
In Too Deep,Sum 41,"All Killer, No Filler",1HNE2PX70ztbEl6MLxrpNL,0.568,0.844,9,-5.875,1,0.0505,0.0,0.0607,0.766,116.046,207093,4
Kryptonite,3 Doors Down,The Better Life,6ZOBP3NvffbU4SZcrnt1k6,0.545,0.865,11,-5.708,0,0.0286,1.1e-05,0.168,0.543,99.009,233933,4
The Kill (Bury Me),Various Artists,Emo Classics,54bzhkAeWNCzl6Reh4h8pV,0.179,0.912,4,-3.881,0,0.0791,0.000294,0.582,0.289,182.99,231533,3
Jerk It Out,Caesars,Love For The Streets,5XMjXjwCkJVmk0AHm7z8IV,0.58,0.981,8,-2.603,0,0.06,1.07e-05,0.386,0.861,134.007,195667,4
Uprising,Muse,The Resistance,4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,2,-4.046,1,0.0775,0.064,0.117,0.411,128.019,304840,4
Blurry,Puddle Of Mudd,Come Clean,6lSr3iZTC144PKhvbPFzMp,0.431,0.938,3,-4.507,0,0.0542,0.0,0.138,0.523,157.462,304000,4
Gives You Hell,The All-American Rejects,When The World Comes Down,6ihL9TjfRjadfEePzXXyVF,0.718,0.691,4,-6.44,1,0.0387,0.0,0.0627,0.552,100.008,213107,4
All My Life,Foo Fighters,One By One (Expanded Edition),6tsojOQ5wHaIjKqIryLZK6,0.577,0.604,5,-5.703,1,0.0495,0.000579,0.477,0.637,167.719,263440,4
It's Been Awhile,Staind,Break the Cycle,25CMmGsl22APKhfuj4Tp7j,0.509,0.774,6,-4.054,1,0.0338,0.000549,0.143,0.0824,116.529,264707,4
3 Libras,A Perfect Circle,Mer De Noms,5kHkaBN8OEQlmXfQkACxSt,0.518,0.744,9,-8.248,1,0.0374,0.007,0.078,0.211,144.019,219640,3
Rollin' (Air Raid Vehicle),Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,3IV4swNduIRunHREK80owz,0.603,0.933,1,-3.358,1,0.171,0.0,0.206,0.709,96.306,213760,4
I Hate Everything About You,Three Days Grace,Three Days Grace,0M955bMOoilikPXwKLYpoi,0.498,0.83,6,-5.157,0,0.0421,0.0,0.139,0.453,89.342,231480,4
Savior,Rise Against,Appeal To Reason,1vcxF91pWs9uNwDROuiCPB,0.554,0.932,5,-3.424,0,0.0485,0.000142,0.425,0.478,112.49,242280,4
"Sugar, We're Goin Down",Fall Out Boy,From Under The Cork Tree,2TfSHkHiFO4gRztVIkggkE,0.494,0.842,7,-4.784,1,0.0843,0.0,0.122,0.574,162.011,229093,4
The Boys of Summer,The Ataris,"So Long, Astoria",5BmagRD7Thki6O1zZwbxBy,0.251,0.954,6,-2.879,1,0.0691,0.000132,0.0975,0.264,191.059,258000,4
Youth of the Nation,P.O.D.,Satellite (U.S. Version),0UrWr7Jnu1heq1o99ZwUd0,0.563,0.86,8,-7.533,1,0.0621,0.0106,0.39,0.517,97.867,256240,4
We Control,Lilly Palmer,We Control,7K3OyIuvYF1qcwr4xqILeu,0.707,0.815,7,-6.2,1,0.147,0.828,0.0874,0.148,133.024,206626,4
Believe,Eli Brown,Believe,40up5wCfwQXTDXyE18hJbJ,0.789,0.976,3,-5.886,1,0.057,0.849,0.0639,0.258,131.99,408669,4
Open Up - Original Mix,Mha Iri,Open Up,4LQ0pqAmV9SHFG617KpwtI,0.705,0.944,7,-7.545,0,0.0478,0.881,0.119,0.382,129.994,432000,4
The Second Law of Thermodynamics,NoNameLeft,"Vision of Thermodynamics, Pt. 2",6RLQjhD5qpNkFbh3zd7KyK,0.716,0.837,7,-8.215,1,0.0659,0.758,0.103,0.318,127.998,380625,4
String Theory,HI-LO,String Theory,50mVZbBcr6rYdt45OEPYlN,0.654,0.968,11,-4.846,0,0.109,0.942,0.117,0.337,130.001,261231,4
The Door,Space 92,The Door,2R5j17Th87vImCG2YEQY6p,0.776,0.958,11,-4.141,0,0.0625,0.915,0.0645,0.143,131.008,378185,4
Hercules,AKKI (DE),Hercules,56fFmIpNTFTcQSrfCNxeyu,0.79,0.973,10,-7.616,0,0.167,0.868,0.0645,0.0506,130.006,392009,4
Switch Play,D72,Switch Play,095b9aJegbMOGNFHFAUGEC,0.304,0.98,7,-5.713,1,0.0585,0.907,0.661,0.0683,132.01,214606,4
Hela,biskuwi,Hela,74BcMAMioDrbrdbAXYIrbk,0.731,0.962,6,-8.816,0,0.0622,0.742,0.113,0.419,129.982,305538,4
Driving Mad,Carbon,Driving Mad,6MZ7wWLT1jd2oF21p3TPKl,0.8,0.836,2,-7.413,1,0.0562,0.846,0.0763,0.08,127.015,360008,4
Liquid Night,T78,Liquid Night,35LDDcZp7k7QevRBQwCaMZ,0.761,0.688,11,-10.385,0,0.106,0.628,0.0821,0.0616,128.005,399375,4
You Look at Me,Julien Riess,You Look at Me,05L5ExA33eJEEiuTwXB1up,0.723,0.879,11,-7.355,0,0.061,0.901,0.0936,0.114,130.024,367846,4
Butoh,Sven Väth,Mystic Voices / Butoh,3uXQWCbqjtgOzSK5TuZZg4,0.767,0.868,6,-12.408,0,0.0911,0.739,0.194,0.146,131.992,479182,4
Huys,Anahit Vardanyan,Huys,2gHhVQLkEn5HdKrfxMrXQM,0.733,0.941,6,-8.309,1,0.0581,0.863,0.0797,0.0657,132.013,440455,4
Wise Saying,Rødhåd,Alternation,12w5BTUsdBNPQtDQr0xe8w,0.579,0.762,7,-9.252,1,0.0699,0.801,0.107,0.355,132.007,317201,3
Minimal,Deborah de Luca,MNML,333mKnEIccxUgOwQCCTPD8,0.723,0.769,11,-8.244,0,0.0634,0.892,0.0764,0.241,133.984,390448,5
Dirty Lagoon,Adam Beyer,Dirty Lagoon,4JvutGrckEHMwqvezbMRwB,0.662,0.99,10,-4.392,0,0.0565,0.899,0.137,0.545,135.005,290009,4
Rock With Me,Will Clarke,Rock With Me,2BfFW4C5SIgbp33539WAah,0.744,0.697,10,-9.033,0,0.0575,0.855,0.62,0.434,129.994,205696,4
Obsession,Felix Kröcher,Obsession,2FhFPJLuYfN1WAxseZf9qV,0.73,0.741,1,-8.162,1,0.043,0.827,0.106,0.223,131.997,382046,4
The Age Of Love - Charlotte de Witte & Enrico Sangiuliano Remix,Age Of Love,The Age Of Love (Charlotte de Witte & Enrico Sangiuliano Remix),6X6Ow0iioCrYQSK1QDHQbC,0.748,0.909,5,-8.322,0,0.0505,0.89,0.0945,0.0617,130.0,489480,4
Rebirth,Teenage Mutants,Rebirth,1c3OaOeSogCpXTa8BhnBEq,0.778,0.893,11,-5.257,1,0.0635,0.792,0.096,0.34,130.996,400172,4
Terra,Jay Lumen,Terra,5sxjDcq1CPIQ6pmLbMRY1o,0.76,0.977,0,-6.807,1,0.0404,0.875,0.087,0.165,130.003,410000,4
The Arrival,Deniz Bul,The Arrival,4OP9HNd8yYK6pyQjApRPoX,0.659,0.836,7,-7.961,1,0.0464,0.869,0.0873,0.0391,128.002,249375,4
Time's Running Out,Juliet Fox,Time's Running Out,2oEmCUB7oJk18BIXphcK7J,0.704,0.83,7,-7.505,1,0.0423,0.876,0.16,0.039,129.995,353699,4
Addiction - Original Mix,Nusha,Addiction,5WVYs7RVxu9RyFfOMBFsxI,0.733,0.97,11,-5.998,0,0.0529,0.918,0.106,0.06,133.987,390448,3
Insomnia,Space 92,Insomnia,7xyrRv1YubsnomdJczrtc7,0.755,0.984,10,-4.024,0,0.0726,0.885,0.356,0.8,130.014,373000,4
Infinity,Clap Codex,Infinity,20JLDgHPtnS1HNl9kpNazp,0.769,0.735,6,-8.104,1,0.0665,0.837,0.547,0.208,130.012,439846,4
Hypnos,HI-LO,Hypnos,347YMNFo0pJ43u0joTb8ww,0.732,0.869,1,-7.524,0,0.0443,0.907,0.13,0.352,131.0,289928,4
Acid Drill - Original Mix,Kaspar,Acid Drill (Original Mix),2AXQbPlmEThRLh2dmZpYs3,0.619,0.978,1,-6.378,1,0.0741,0.753,0.0968,0.0373,131.997,367273,4
